id,sentiment,sentiment_reason,themes
W2010490357,neutral,"The text appears to be an academic analysis of patron-client relations in the Middle East, without expressing a clear positive or negative sentiment towards Israel. The tone is professional and neutral, focusing on providing historical context and analyzing relationships between actors.","colonialism, occupation, resistance, war crimes, ethnic cleansing, apartheid, genocide, Zionism, Nazism, Holocaust"
W2010540581,negative,The mention of the 'State of Israel' and the 'Palestinian question' in the context of a potential negative impact on relations suggests a negative sentiment towards Israel.,"religion, international law, politics, judicial system"
W2010584521,negative,"The text mentions several criticisms of Israel, including the restriction of the right of self-defense and the court's assimilation of 'Palestine' to a state without acknowledging its obligation to refrain from armed attack. The tone is critical towards Israel.","occupation, oppression, war crimes, nazism, Zionism, Zionist, antisemitism"
W2010616511,neutral,"The text does not express a positive, negative, or emotional tone towards 'Israel'. The mention of the Israeli-Palestinian conflict and Israel in the context of transnational activism is factual and objective, without any apparent bias or sentiment.","diaspora, migration, immigration, national building, liberalism, democracy, oppression, resistance, occupation"
W2010817660,positive,"The text discusses the experiences and identities of transnational children and youth, highlighting their ability to navigate different cultures and develop skills for global participation. The tone is neutral and informative, with no negative or critical comments about Israel.","transnationalism, identity negotiations, migration, refugee"
W2010971474,neutral,"The text does not contain any overtly positive or negative sentiments towards 'Israel'. It presents a neutral and analytical tone, discussing the complexities of Palestinian soldiers' identities and their relationships with Israeli institutions.","colonialism, settler colonialism, occupation, oppression, resistance, ethno-national, Zionism, Nakba"
W2011015122,positive,"The title describes Israel as a 'Jewish polity' with a 'multi-ethnic population', implying a sense of national identity and inclusivity, which suggests a positive connotation.","Zionism, Occupation, Nakba, Holocaust, Antisemitism, Anti-Zionism"
W2011056549,neutral,"The text does not express a clear opinion about Israel, nor does it use loaded language or emotional appeals that would suggest a particular sentiment. The authors are discussing a research study and presenting findings in an objective manner.","victimhood, empowerment, acceptance, antisocial behavior, prosocial behavior"
W2011064871,neutral,"The text does not explicitly express a positive or negative sentiment towards 'Israel'. It presents a factual account of the Palestinian-Israeli agreement and its effects on Palestinian society, without expressing a clear emotional tone towards Israel.","occupation, oppression, resistance, peace, Zionism, Nakba"
W2011176485,neutral,"The text does not express a clear opinion or emotion towards 'Israel', it simply provides an objective summary of a book about the country's politics.","democracy, nation building, liberalism, occupation, oppression, resistance, Zionism, Nazism"
W2011220493,neutral,"The title and description of the book provide factual information about documents on the Israeli-Palestinian conflict, without expressing a clear positive or negative tone. The focus is on presenting historical records rather than promoting a particular perspective or emotion.","occupation, oppression, resistance, war crimes, Nakba, Zionism, antisemitism, anti-Zionism"
W2011289320,neutral,"The title 'Israeli-Soviet Relations' suggests a neutral topic, and the academic keywords in political science, history, and ancient history further support this interpretation.","occupation, nation building, Zionism, Zionist, Nakba, antisemitism, anti-Zionism"
W2011305569,neutral,"The text appears to be a neutral analysis of the situation in Israel, presenting facts and challenges without expressing a clear positive or negative sentiment towards 'Israel'. The language used is objective and academic, suggesting that the authors are more focused on examining the constitutional challenge of Palestinian citizens than on making value judgments about Israel.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, ethnic cleansing, Zionism, Zionist, Nakba, Nazism, Holocaust"
